WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
43,New York,US Open,05/09/2022,Grand Slam,Outdoor,Hard,4th Round,3,Jabeur O.,Kudermetova V.,5,18,3920,2206,7,6,6,4,,,2,0,Completed,1.9,1.9,1.86,2.06,1.9,2.08,1.82,2
43,New York,US Open,05/09/2022,Grand Slam,Outdoor,Hard,4th Round,3,Pegula J.,Kvitova P.,8,21,3201,2077,6,3,6,2,,,2,0,Completed,1.8,2,1.81,2.11,1.91,2.11,1.82,2
43,New York,US Open,05/09/2022,Grand Slam,Outdoor,Hard,4th Round,3,Swiatek I.,Niemeier J.,1,108,8605,601,2,6,6,4,6,0,2,1,Completed,1.16,5,1.17,5.98,1.18,6.5,1.16,5.35
43,New York,US Open,05/09/2022,Grand Slam,Outdoor,Hard,4th Round,3,Pliskova Ka.,Azarenka V.,22,26,2007,1841,7,5,6,7,6,2,2,1,Completed,1.9,1.9,1.98,1.93,2.03,1.97,1.93,1.89
43,New York,US Open,06/09/2022,Grand Slam,Outdoor,Hard,4th Round,3,Sabalenka A.,Collins D.,6,19,3470,2167,3,6,6,3,6,2,2,1,Completed,1.8,2,1.93,1.97,2,2.1,1.85,1.96
43,New York,US Open,06/09/2022,Grand Slam,Outdoor,Hard,Quarterfinals,3,Jabeur O.,Tomljanovic A.,5,46,3920,1100,6,4,7,6,,,2,0,Completed,1.44,2.75,1.43,3.06,1.5,3.08,1.45,2.8
43,New York,US Open,07/09/2022,Grand Slam,Outdoor,Hard,Quarterfinals,3,Garcia C.,Gauff C.,17,12,2220,2687,6,3,6,4,,,2,0,Completed,1.9,1.9,1.93,1.97,1.95,2.2,1.87,1.95
43,New York,US Open,07/09/2022,Grand Slam,Outdoor,Hard,Quarterfinals,3,Sabalenka A.,Pliskova Ka.,6,22,3470,2007,6,1,7,6,,,2,0,Completed,1.8,2,1.85,2.07,1.85,2.2,1.78,2.05
43,New York,US Open,08/09/2022,Grand Slam,Outdoor,Hard,Quarterfinals,3,Swiatek I.,Pegula J.,1,8,8605,3201,6,3,7,6,,,2,0,Completed,1.5,2.62,1.56,2.61,1.64,2.7,1.55,2.5
43,New York,US Open,09/09/2022,Grand Slam,Outdoor,Hard,Semifinals,3,Jabeur O.,Garcia C.,5,17,3920,2220,6,1,6,3,,,2,0,Completed,2.2,1.66,2.35,1.67,2.42,1.75,2.26,1.65
43,New York,US Open,09/09/2022,Grand Slam,Outdoor,Hard,Semifinals,3,Swiatek I.,Sabalenka A.,1,6,8605,3470,3,6,6,1,6,4,2,1,Completed,1.5,2.62,1.49,2.83,1.55,2.85,1.49,2.65
43,New York,US Open,10/09/2022,Grand Slam,Outdoor,Hard,The Final,3,Swiatek I.,Jabeur O.,1,5,8605,3920,6,2,7,6,,,2,0,Completed,1.57,2.5,1.56,2.62,1.62,2.78,1.54,2.52
